service,usageType,region,blendedCost,usageDate,resourceId
RDS,StorageUsage,us-east-1,4.9654,2026-03-22,db-352997
EC2,DataTransfer-Out-Bytes,us-east-2,5.5455,2026-03-22,i-643797
EC2,BoxUsage:t3.medium,us-west-2,17.8748,2026-03-22,i-778624
S3,TimedStorage-ByteHrs,us-east-1,0.0107,2026-03-22,bucket-assets-681
CloudWatch,Metrics,us-west-2,0.0709,2026-03-22,cw-455296
EC2,CPUCredits:t3,us-east-1,11.4216,2026-03-22,i-190607
EBS,EBS:IORequests,us-east-1,0.2186,2026-03-22,vol-414327
Lambda,Lambda-GB-Second,us-west-2,0.3305,2026-03-22,lambda-image-resizer-97
S3,Requests-Tier1,us-west-2,0.0653,2026-03-22,bucket-media-677
S3,DataTransfer-Out-Bytes,us-east-1,0.0252,2026-03-22,bucket-media-543
EC2,BoxUsage:m5.large,us-east-1,6.2604,2026-03-22,i-640006
EC2,DataTransfer-Out-Bytes,us-east-1,11.9334,2026-03-22,i-842491
EBS,EBS:VolumeUsage,us-east-1,0.8211,2026-03-22,vol-474580
EC2,BoxUsage:m5.large,us-west-2,1.5346,2026-03-22,i-116419
S3,DataTransfer-Out-Bytes,us-east-1,0.0446,2026-03-22,bucket-backup-652
S3,Requests-Tier1,us-west-2,0.0065,2026-03-22,bucket-backup-249
Lambda,Lambda-GB-Second,us-west-2,0.0522,2026-03-22,lambda-billing-job-39
EC2,CPUCredits:t3,us-east-2,1.3767,2026-03-22,i-118596
RDS,StorageUsage,us-east-2,1.1054,2026-03-22,db-550303
S3,TimedStorage-ByteHrs,us-west-2,0.0614,2026-03-22,bucket-assets-585
S3,DataTransfer-Out-Bytes,us-west-2,0.0384,2026-03-22,bucket-backup-451
RDS,db.t3.small,us-east-1,7.0166,2026-03-22,db-206927
EC2,DataTransfer-Out-Bytes,us-east-2,8.342,2026-03-22,i-653038
EC2,BoxUsage:t3.medium,us-east-1,8.9223,2026-03-22,i-302619
RDS,db.t3.micro,us-east-2,2.0322,2026-03-22,db-138709
S3,DataTransfer-Out-Bytes,us-west-2,0.0137,2026-03-22,bucket-media-605
RDS,StorageUsage,us-east-2,3.084,2026-03-22,db-830447
EBS,EBS:IORequests,us-west-2,0.6567,2026-03-22,vol-785419
EC2,BoxUsage:m5.large,us-west-2,10.4198,2026-03-22,i-750118
RDS,db.t3.micro,us-east-2,1.6464,2026-03-22,db-843964
CloudWatch,Logs-Ingested,us-west-2,0.0962,2026-03-22,cw-492561
EBS,EBS:IORequests,us-west-2,1.4144,2026-03-23,vol-755527
EBS,EBS:VolumeUsage,us-east-1,0.1846,2026-03-23,vol-763625
Lambda,Lambda-GB-Second,us-east-1,0.1161,2026-03-23,lambda-billing-job-54
S3,Requests-Tier1,us-east-1,0.0497,2026-03-23,bucket-media-601
S3,DataTransfer-Out-Bytes,us-east-1,0.043,2026-03-23,bucket-assets-287
CloudWatch,Logs-Ingested,us-west-2,0.1401,2026-03-23,cw-754409
Lambda,Lambda-Requests,us-east-1,0.11,2026-03-23,lambda-auth-hook-95
Lambda,Lambda-Requests,us-east-1,0.023,2026-03-23,lambda-billing-job-23
Lambda,Lambda-GB-Second,us-west-2,0.3997,2026-03-23,lambda-event-worker-32
S3,Requests-Tier1,us-west-2,0.0144,2026-03-23,bucket-assets-763
EBS,EBS:VolumeUsage,us-west-2,0.6091,2026-03-23,vol-576849
S3,TimedStorage-ByteHrs,us-east-1,0.0978,2026-03-23,bucket-assets-651
EC2,BoxUsage:t3.medium,us-east-2,6.1646,2026-03-23,i-184512
Lambda,Lambda-Requests,us-west-2,0.2598,2026-03-23,lambda-image-resizer-32
Lambda,Lambda-Requests,us-east-1,0.3868,2026-03-23,lambda-event-worker-37
RDS,db.t3.micro,us-east-1,3.4175,2026-03-23,db-245921
EC2,BoxUsage:m5.large,us-east-2,10.6884,2026-03-23,i-522078
Lambda,Lambda-GB-Second,us-west-2,0.3163,2026-03-23,lambda-billing-job-32
RDS,BackupUsage,us-east-1,1.4841,2026-03-23,db-339411
CloudWatch,Logs-Archived,us-east-1,0.0247,2026-03-23,cw-326491
EC2,BoxUsage:t3.medium,us-west-2,4.6927,2026-03-23,i-746895
EC2,CPUCredits:t3,us-west-2,10.3326,2026-03-23,i-400908
RDS,db.t3.micro,us-east-2,5.8352,2026-03-23,db-973673
EC2,CPUCredits:t3,us-east-1,3.7276,2026-03-23,i-720627
Lambda,Lambda-GB-Second,us-west-2,0.063,2026-03-23,lambda-billing-job-88
NAT Gateway,DataProcessed-Bytes,us-east-1,1.0448,2026-03-23,nat-392269
Lambda,Lambda-Requests,us-west-2,0.2677,2026-03-23,lambda-event-worker-14
EC2,DataTransfer-Out-Bytes,us-east-2,10.2752,2026-03-23,i-240688
RDS,StorageUsage,us-east-2,2.956,2026-03-24,db-228567
S3,DataTransfer-Out-Bytes,us-east-1,0.0471,2026-03-24,bucket-assets-696
EC2,DataTransfer-Out-Bytes,us-east-1,2.1348,2026-03-24,i-185410
EC2,BoxUsage:t3.medium,us-west-2,5.5487,2026-03-24,i-621195
EC2,BoxUsage:m5.large,us-west-2,10.4486,2026-03-24,i-113410
CloudWatch,Metrics,us-west-2,0.1268,2026-03-24,cw-961747
RDS,StorageUsage,us-east-2,3.3116,2026-03-24,db-488197
EC2,CPUCredits:t3,us-east-1,7.4308,2026-03-24,i-777884
RDS,db.t3.small,us-east-1,7.0233,2026-03-24,db-888379
RDS,db.t3.small,us-east-2,2.0124,2026-03-24,db-111445
EC2,DataTransfer-Out-Bytes,us-east-1,6.7467,2026-03-24,i-221436
Lambda,Lambda-GB-Second,us-west-2,0.3298,2026-03-24,lambda-image-resizer-36
RDS,StorageUsage,us-east-1,3.3716,2026-03-24,db-708657
RDS,BackupUsage,us-east-1,4.4217,2026-03-24,db-771454
EC2,DataTransfer-Out-Bytes,us-west-2,2.0738,2026-03-24,i-109363
RDS,db.t3.small,us-east-1,4.5387,2026-03-24,db-748399
NAT Gateway,DataProcessed-Bytes,us-west-2,3.6441,2026-03-24,nat-806774
RDS,db.t3.small,us-east-1,7.4999,2026-03-24,db-588787
RDS,db.t3.micro,us-east-2,4.4251,2026-03-24,db-910100
EC2,CPUCredits:t3,us-east-1,2.3244,2026-03-24,i-862921
Lambda,Lambda-Requests,us-west-2,0.1615,2026-03-24,lambda-auth-hook-78
EBS,EBS:VolumeUsage,us-east-1,1.2266,2026-03-24,vol-356900
EC2,BoxUsage:m5.large,us-east-2,11.5393,2026-03-24,i-922850
RDS,db.t3.micro,us-east-2,4.8727,2026-03-24,db-469921
EC2,DataTransfer-Out-Bytes,us-east-2,8.0463,2026-03-25,i-373750
Lambda,Lambda-Requests,us-east-1,0.2163,2026-03-25,lambda-billing-job-23
EC2,DataTransfer-Out-Bytes,us-west-2,8.4765,2026-03-25,i-965496
EC2,BoxUsage:t3.medium,us-east-1,21.1071,2026-03-25,i-935498
Lambda,Lambda-Requests,us-west-2,0.3095,2026-03-25,lambda-auth-hook-97
EC2,BoxUsage:t3.medium,us-west-2,17.5914,2026-03-25,i-995975
EC2,CPUCredits:t3,us-west-2,9.501,2026-03-25,i-796015
EC2,BoxUsage:t3.medium,us-east-1,18.9171,2026-03-25,i-709313
S3,DataTransfer-Out-Bytes,us-east-1,0.0477,2026-03-25,bucket-backup-320
EC2,BoxUsage:t3.medium,us-east-2,4.939,2026-03-25,i-385414
S3,TimedStorage-ByteHrs,us-east-1,0.0978,2026-03-25,bucket-logs-586
NAT Gateway,DataProcessed-Bytes,us-east-1,1.7507,2026-03-25,nat-312996
RDS,db.t3.small,us-east-1,1.2581,2026-03-25,db-615557
CloudWatch,Metrics,us-west-2,0.0523,2026-03-25,cw-486771
RDS,BackupUsage,us-east-1,1.7933,2026-03-25,db-568879
EBS,EBS:VolumeUsage,us-east-1,0.3164,2026-03-25,vol-199455
Lambda,Lambda-GB-Second,us-east-1,0.0637,2026-03-25,lambda-billing-job-96
RDS,StorageUsage,us-east-1,5.6937,2026-03-25,db-326300
S3,DataTransfer-Out-Bytes,us-east-1,0.0115,2026-03-25,bucket-assets-449
EC2,DataTransfer-Out-Bytes,us-west-2,1.3314,2026-03-25,i-697282
Lambda,Lambda-Requests,us-east-1,0.1025,2026-03-25,lambda-event-worker-45
NAT Gateway,DataProcessed-Bytes,us-west-2,1.743,2026-03-25,nat-251621
Lambda,Lambda-GB-Second,us-west-2,0.1802,2026-03-25,lambda-event-worker-53
RDS,db.t3.small,us-east-2,1.4549,2026-03-26,db-538651
Lambda,Lambda-Requests,us-east-1,0.3559,2026-03-26,lambda-event-worker-93
CloudWatch,Logs-Archived,us-east-1,0.2004,2026-03-26,cw-979232
S3,TimedStorage-ByteHrs,us-east-1,0.0163,2026-03-26,bucket-assets-656
Lambda,Lambda-GB-Second,us-east-1,1.5369,2026-03-26,lambda-billing-job-38
Lambda,Lambda-Requests,us-west-2,0.7918,2026-03-26,lambda-auth-hook-47
EBS,EBS:IORequests,us-east-1,0.8311,2026-03-26,vol-237565
Lambda,Lambda-GB-Second,us-west-2,0.5343,2026-03-26,lambda-event-worker-69
S3,Requests-Tier1,us-east-1,0.0788,2026-03-26,bucket-assets-783
EC2,DataTransfer-Out-Bytes,us-west-2,11.0656,2026-03-26,i-605399
EC2,BoxUsage:m5.large,us-west-2,2.9685,2026-03-26,i-310221
S3,DataTransfer-Out-Bytes,us-east-1,0.0257,2026-03-26,bucket-assets-728
RDS,StorageUsage,us-east-2,2.2495,2026-03-26,db-223597
EC2,BoxUsage:t3.medium,us-west-2,3.7859,2026-03-26,i-484824
CloudWatch,Metrics,us-west-2,0.1161,2026-03-26,cw-250987
RDS,db.t3.micro,us-east-1,2.04,2026-03-26,db-290524
S3,Requests-Tier1,us-east-1,0.0245,2026-03-26,bucket-backup-505
S3,DataTransfer-Out-Bytes,us-east-1,0.0428,2026-03-26,bucket-media-459
NAT Gateway,DataProcessed-Bytes,us-west-2,2.692,2026-03-26,nat-861940
Lambda,Lambda-Requests,us-east-1,1.273,2026-03-26,lambda-auth-hook-83
Lambda,Lambda-Requests,us-west-2,1.5314,2026-03-26,lambda-image-resizer-81
RDS,db.t3.micro,us-east-1,5.6341,2026-03-26,db-161279
Lambda,Lambda-GB-Second,us-east-1,0.7214,2026-03-26,lambda-billing-job-93
EC2,BoxUsage:m5.large,us-east-2,2.2961,2026-03-26,i-287630
S3,TimedStorage-ByteHrs,us-east-1,0.0282,2026-03-26,bucket-logs-389
S3,TimedStorage-ByteHrs,us-west-2,0.0018,2026-03-26,bucket-backup-535
RDS,db.t3.micro,us-east-2,4.0413,2026-03-26,db-443966
S3,DataTransfer-Out-Bytes,us-east-1,0.0091,2026-03-26,bucket-assets-353
EC2,BoxUsage:t3.medium,us-east-2,5.6896,2026-03-27,i-929622
EC2,BoxUsage:m5.large,us-east-1,11.2407,2026-03-27,i-904346
Lambda,Lambda-GB-Second,us-east-1,0.3488,2026-03-27,lambda-auth-hook-92
S3,DataTransfer-Out-Bytes,us-west-2,0.0239,2026-03-27,bucket-logs-903
EC2,BoxUsage:m5.large,us-west-2,9.1809,2026-03-27,i-397170
Lambda,Lambda-Requests,us-east-1,0.2827,2026-03-27,lambda-event-worker-95
RDS,StorageUsage,us-east-2,5.7211,2026-03-27,db-603615
RDS,BackupUsage,us-east-1,0.7702,2026-03-27,db-985949
RDS,db.t3.small,us-east-1,0.6372,2026-03-27,db-334802
Lambda,Lambda-GB-Second,us-east-1,0.1399,2026-03-27,lambda-auth-hook-52
Lambda,Lambda-Requests,us-east-1,0.3202,2026-03-27,lambda-image-resizer-26
EC2,CPUCredits:t3,us-east-1,11.9687,2026-03-27,i-421857
RDS,BackupUsage,us-east-2,5.7831,2026-03-27,db-528745
RDS,db.t3.micro,us-east-1,6.4586,2026-03-27,db-781997
Lambda,Lambda-Requests,us-west-2,0.2123,2026-03-27,lambda-billing-job-40
RDS,db.t3.small,us-east-1,7.112,2026-03-27,db-469887
EC2,BoxUsage:t3.medium,us-west-2,7.0244,2026-03-27,i-348892
EBS,EBS:IORequests,us-west-2,0.4595,2026-03-27,vol-695917
EC2,DataTransfer-Out-Bytes,us-east-1,6.3176,2026-03-27,i-355809
NAT Gateway,DataProcessed-Bytes,us-east-1,2.3867,2026-03-27,nat-446072
EC2,BoxUsage:t3.medium,us-east-1,7.4883,2026-03-27,i-889908
EBS,EBS:VolumeUsage,us-east-1,0.424,2026-03-27,vol-771033
Lambda,Lambda-GB-Second,us-west-2,0.2201,2026-03-27,lambda-image-resizer-17
EC2,CPUCredits:t3,us-east-2,1.1456,2026-03-27,i-282543
EC2,DataTransfer-Out-Bytes,us-east-2,6.8558,2026-03-27,i-538434
RDS,BackupUsage,us-east-2,3.3345,2026-03-27,db-706422
S3,DataTransfer-Out-Bytes,us-west-2,0.0175,2026-03-27,bucket-media-909
RDS,db.t3.micro,us-east-1,3.9579,2026-03-27,db-392159
Lambda,Lambda-GB-Second,us-west-2,0.2504,2026-03-27,lambda-image-resizer-65
EC2,BoxUsage:t3.medium,us-west-2,5.1025,2026-03-27,i-306848
S3,DataTransfer-Out-Bytes,us-west-2,0.0675,2026-03-27,bucket-logs-315
EBS,EBS:VolumeUsage,us-east-1,0.1544,2026-03-27,vol-505666
RDS,BackupUsage,us-east-1,3.2657,2026-03-27,db-954389
S3,TimedStorage-ByteHrs,us-west-2,0.0872,2026-03-27,bucket-assets-838
